user, follower
25800,104520
25800,104187
25800,103666
25800,103383
25800,103273
25800,102607
25800,101042
25800,97614
25800,97438
25800,96936
25800,6067
25800,50375
25800,94958
25800,94261
25800,47993
25800,93592
25800,93459
25800,65610
25800,1572
25800,92016
25800,89062
25800,73411
25800,87607
25800,82722
25800,3834
25800,86100
25800,1798
25800,21376
25800,75008
25800,2247
25800,77503
25800,77291
25800,38513
25800,1848
25800,75438
25800,74431
25800,73524
25800,31482
25800,72585
25800,71991
25800,72006
25800,71197
25800,69579
25800,57810
25800,53078
25800,53008
25800,43838
25800,64835
25800,48498
25800,44480
25800,14155
25800,5446
25800,5471
25800,2873
25800,68040
25800,5861
25800,13286
25800,67783
25800,67409
25800,7495
25800,27504
25800,12083
25800,66426
25800,66013
25800,63902
25800,63844
25800,26262
25800,61900
25800,7925
25800,42210
25800,47052
25800,59022
25800,53428
25800,49510
25800,57148
25800,55575
25800,31629
25800,49411
25800,55210
25800,8881
25800,46967
25800,37218
25800,24511
25800,8697
25800,48777
25800,48619
25800,48274
25800,41262
25800,10869
25800,18639
25800,38502
25800,42025
25800,37566
25800,39799
25800,39052
25800,38171
25800,540
25800,28768
25800,26360
25800,9821
25800,37180
25800,23793
25800,9864
25800,7280
25800,1007
25800,32654
25800,33793
25800,10086
25800,9298
25800,462
25800,1805
26080,499741
26080,296902
26080,8019
26080,145542
26080,83370
26085,6866
26586,574821
26586,563421
26586,95390
26586,560451
26586,402059
26586,555449
26586,554935
26586,553050
26586,552980
26586,549473
26586,497302
26586,541752
26586,498412
26586,539380
26586,163059
26586,532485
26586,367523
26586,335613
26586,439629
26586,514619
26586,513713
26586,501838
26586,104422
26586,511214
26586,506472
26586,505142
26586,133279
26586,175602
26586,455586
26586,493745
26586,492714
26586,485075
26586,464479
26586,477688
26586,419173
26586,443574
26586,433879
26586,42705
26586,474207
26586,470480
26586,13651
26586,468748
26586,467978
26586,464704
26586,88974
26586,126221
26586,92526
26586,434982
26586,452468
26586,451643
26586,228900
26586,444775
26586,444206
26586,38365
26586,25293
26586,400773
26586,34074
26586,433536
26586,103508
26586,430352
26586,429828
26586,429522
26586,427744
26586,49878
26586,424798
26586,424648
26586,423588
26586,421202
26586,419383
26586,414990
26586,321925
26586,414802
26586,414518
26586,412329
26586,404903
26586,400164
26586,399241
26586,396944
26586,238912
26586,391703
26586,32598
26586,385434
26586,49276
26586,151619
26586,25009
26586,377625
26586,75188
26586,137123
26586,362729
26586,362326
26586,359958
26586,359951
26586,358511
26586,66937
26586,259131
26586,347057
26586,109492
26586,244941
26586,336948
26586,335651
26586,324928
26586,65958
26586,319809
26586,318718
26586,318342
26586,271482
26586,316593
26586,161497
26586,109132
26586,135774
26586,308813
26586,305692
26586,305603
26586,304919
26586,300997
26586,240943
26586,233325
26586,290810
26586,288362
26586,286699
26586,286598
26586,159213
26586,284691
26586,283581
26586,281345
26586,277541
26586,133186
26586,274345
26586,275040
26586,231611
26586,76818
26586,255759
26586,264510
26586,262345
26586,261283
26586,258969
26586,176631
26586,192889
26586,142520
26586,179979
26586,231358
26586,241564
26586,75451
26586,202887
26586,138232
26586,242093
26586,241972
26586,166325
26586,239450
26586,239343
26586,237972
26586,123109
26586,236887
26586,236585
26586,234104
26586,91288
26586,233728
26586,230479
26586,228253
26586,99135
26586,226898
26586,224743
26586,218096
26586,214645
26586,217818
26586,217504
26586,216123
26586,214281
26586,213897
26586,210174
26586,208558
26586,204933
26586,138874
26586,204070
26586,194841
26586,129710
26586,9242
26586,202869
26586,202365
26586,201806
26586,199461
26586,195627
26586,195589
26586,194057
26586,50131
26586,181671
26586,189345
26586,115695
26586,187536
26586,97780
26586,134857
26586,181558
26586,46511
26586,170869
26586,76621
26586,16792
26586,14146
26586,177336
26586,54906
26586,177054
26586,176088
26586,63789
26586,172102
26586,171492
26586,83499
26586,170281
26586,157880
26586,103304
26586,6914
26586,109409
26586,81483
26586,168140
26586,165676
26586,163169
26586,162293
26586,32738
26586,161033
26586,158955
26586,158950
26586,159170
26586,146919
26586,154965
26586,154659
26586,154555
26586,154476
26586,154249
26586,153206
26586,151995
26586,21373
26586,149769
26586,118109
26586,143765
26586,144431
26586,102121
26586,143933
26586,32677
26586,142312
26586,18084
26586,142041
26586,118926
26586,48358
26586,135661
26586,1808
26586,1373
26586,125218
26586,134587
26586,86878
26586,2893
26586,50572
26586,132259
26586,11725
26586,5159
26586,93167
26586,127674
26586,113692
26586,127101
26586,69667
26586,123494
26586,42739
26586,94312
26586,73269
26586,62925
26586,40128
26586,19898
26586,7534
26586,111597
26586,109314
26586,91375
26586,82156
26586,72875
26586,67767
26586,49166
26586,40432
26586,39544
26586,36402
26586,122899
26586,16793
26586,83706
26586,118493
26586,65796
26586,64249
26586,93237
26586,108851
26586,108537
26586,104935
26586,689
26586,73126
26586,136
26586,46151
26586,29982
26586,1914
26586,84967
26586,372
26586,24383
26586,77583
26586,18850
26586,29116
26586,50477
26586,33798
26586,45249
26586,41805
26586,95768
26586,43368
26586,42480
26586,94261
26586,72401
26586,91356
26586,91247
26586,91209
26586,137
26586,2814
26586,111
26586,51866
26586,86251
26586,86158
26586,84745
26586,84593
26586,83303
26586,80562
26586,53217
26586,77173
26586,76318
26586,49056
26586,70167
26586,25143
26586,28085
26586,22313
26586,7951
26586,996
26586,124
26586,63192
26586,45157
26586,59642
26586,57614
26586,66218
26586,30986
26586,65823
26586,64583
26586,63684
26586,42365
26586,58141
26586,18763
26586,56528
26586,61824
26586,24661
26586,111300
26586,39636
26586,59022
26586,58884
26586,55575
26586,58204
26586,53428
26586,56537
26586,49411
26586,43153
26586,55514
26586,56808
26586,52652
26586,9861
26586,54647
26586,17463
26586,53980
26586,53584
26586,49443
26586,13437
26586,48551
26586,18782
26586,24708
26586,16595
26586,33424
26586,18639
26586,43929
26586,41588
26586,38502
26586,37218
26586,33793
26586,2719
26586,32654
26586,4516
26586,25921
26586,20553
26586,131
26586,9298
26586,7047
26586,21951
26586,4121
26586,144
26639,573466
26639,555328
26639,545273
26639,537261
26639,275559
26639,528435
26639,510036
26639,503340
26639,455586
26639,491452
26639,139325
26639,478541
26639,466645
26639,355225
26639,107876
26639,452823
26639,71942
26639,449208
26639,278209
26639,442693
26639,112575
26639,407732
26639,418548
26639,416494
26639,408871
26639,408637
26639,406724
26639,406633
26639,403064
26639,400639
26639,400208
26639,83496
26639,393519
26639,172318
26639,164260
26639,373572
26639,96302
26639,364992
26639,363731
26639,359269
26639,353881
26639,349622
26639,340935
26639,339841
26639,332626
26639,325245
26639,323993
26639,323871
26639,322923
26639,27249
26639,275501
26639,259014
26639,255036
26639,252725
26639,75451
26639,246956
26639,33516
26639,237793
26639,236231
26639,122728
26639,229311
26639,215446
26639,213607
26639,213566
26639,208035
26639,67785
26639,195374
26639,198994
26639,194722
26639,193815
26639,192885
26639,68335
26639,187446
26639,142787
26639,184208
26639,179189
26639,45553
26639,170067
26639,168185
26639,167442
26639,166659
26639,163258
26639,159152
26639,86420
26639,154456
26639,150640
26639,146888
26639,142448
26639,91875
26639,120473
26639,134044
26639,132357
26639,131703
26639,130487
26639,11725
26639,129071
26639,128703
26639,127997
26639,124821
26639,21609
26639,116516
26639,113698
26639,109778
26639,107195
26639,106280
26639,105300
26639,54516
26639,102148
26639,99520
26639,95787
26639,98027
26639,97494
26639,96191
26639,95927
26639,95218
26639,94110
26639,94084
26639,92927
26639,36453
26639,90730
26639,89633
26639,39706
26639,53016
26639,85909
26639,85637
26639,41435
26639,83338
26639,78925
26639,82435
26639,82160
26639,81793
26639,69625
26639,80951
26639,77016
26639,75882
26639,75601
26639,73825
26639,67283
26639,71862
26639,71527
26639,71495
26639,4282
26639,10239
26639,62648
26639,63836
26639,6654
26639,6254
26639,5895
26639,4840
26639,32408
26639,67784
26639,52397
26639,67211
26639,66444
26639,30986
26639,58586
26639,63462
26639,42365
26639,43064
26639,62078
26639,61103
26639,59858
26639,59233
26639,57532
26639,56246
26639,55551
26639,9861
26639,49411
26639,54573
26639,54446
26639,45395
26639,49874
26639,49180
26639,26160
26639,46920
26639,18639
26639,33424
26639,5790
26639,24708
26639,35663
26639,2716
26639,14626
26639,38502
26639,42780
26639,42724
26639,9009
26639,4567
26639,40961
26639,37355
26639,33793
26639,38727
26639,32654
26639,37280
26639,4681
26639,6799
26639,33685
26639,33534
26665,574405
26665,571794
26665,127183
26665,566514
26665,529688
26665,402059
26665,140675
26665,557555
26665,554716
26665,553327
26665,30030
26665,546433
26665,91649
26665,383613
26665,424876
26665,338631
26665,536359
26665,75428
26665,533218
26665,533187
26665,532679
26665,102153
26665,524046
26665,523587
26665,522631
26665,520498
26665,7636
26665,519169
26665,518058
26665,517889
26665,507786
26665,482996
26665,301036
26665,498721
26665,6239
26665,492789
26665,492483
26665,491442
26665,447137
26665,486330
26665,476697
26665,115297
26665,475682
26665,471513
26665,471098
26665,126221
26665,268103
26665,449917
26665,164843
26665,448386
26665,444744
26665,444567
26665,269020
26665,211342
26665,432925
26665,432918
26665,432152
26665,118215
26665,428123
26665,217592
26665,424911
26665,404593
26665,62448
26665,418570
26665,323146
26665,133809
26665,225972
26665,402465
26665,398405
26665,397151
26665,350787
26665,380483
26665,354671
26665,377792
26665,375885
26665,373022
26665,168809
26665,368489
26665,366933
26665,366877
26665,365921
26665,361013
26665,355549
26665,92680
26665,357237
26665,168799
26665,354177
26665,143352
26665,37354
26665,347581
26665,141484
26665,270229
26665,344318
26665,343015
26665,342954
26665,341115
26665,211701
26665,109492
26665,319368
26665,310747
26665,304369
26665,304474
26665,304340
26665,303907
26665,21211
26665,300316
26665,299719
26665,288019
26665,290302
26665,287312
26665,144556
26665,128039
26665,93175
26665,181463
26665,286190
26665,252536
26665,259583
26665,283069
26665,9910
26665,275970
26665,273232
26665,272428
26665,2
26665,269965
26665,79690
26665,265868
26665,265001
26665,264955
26665,264628
26665,264336
26665,264324
26665,264322
26665,264321
26665,156523
26665,24646
26665,256825
26665,81979
26665,255716
26665,253152
26665,251848
26665,248508
26665,98301
26665,75451
26665,246108
26665,242068
26665,242024
26665,239650
26665,228478
26665,220608
26665,217151
26665,216635
26665,215384
26665,25213
26665,214596
26665,132402
26665,205605
26665,123316
26665,202369
26665,202346
26665,193596
26665,190650
26665,190136
26665,190011
26665,96357
26665,186112
26665,183085
26665,182938
26665,182854
26665,182279
26665,79153
26665,34827
26665,147854
26665,175724
26665,174941
26665,171812
26665,168579
26665,168300
26665,166545
26665,166499
26665,85462
26665,161672
26665,160809
26665,160694
26665,160610
26665,159010
26665,158999
26665,158850
26665,154551
26665,78235
26665,82037
26665,138253
26665,106636
26665,132884
26665,11725
26665,128043
26665,127650
26665,127596
26665,124733
26665,124553
26665,119968
26665,118195
26665,16106
26665,117172
26665,116403
26665,10108
26665,49816
26665,110419
26665,91309
26665,59837
26665,70213
26665,97837
26665,22734
26665,93917
26665,72212
26665,85422
26665,84628
26665,35540
26665,79806
26665,65087
26665,12703
26665,73678
26665,62894
26665,26160
26665,43690
26665,40047
26665,43064
26665,59821
26665,33878
26665,35038
26665,37820
26665,32654
26665,15455
26665,55578
26665,54970
26665,47450
26665,43643
26665,43655
26665,48551
26665,41217
26665,8697
26665,25921
26665,1357
26665,47200
26665,18639
26665,4633
26665,44655
26665,37218
26665,3504
26665,40030
26665,23114
26665,30153
26665,33793
26665,35665
26665,22551
26665,31677
27027,307191
27027,567249
27027,566109
27027,158256
27027,551423
27027,548996
27027,402059
27027,382378
27027,543805
27027,8797
27027,424876
27027,478619
27027,443232
27027,533009
27027,532984
27027,526224
27027,522255
27027,520933
27027,519709
27027,71291
27027,99622
27027,508442
27027,507908
27027,502599
27027,254621
27027,455586
27027,488259
27027,487623
27027,464479
27027,55645
27027,473535
27027,92526
27027,435234
27027,457324
27027,457079
27027,355225
27027,126221
27027,311692
27027,433879
27027,62907
27027,59739
27027,442731
27027,442434
27027,295073
27027,211342
27027,426187
27027,425351
27027,423265
27027,421852
27027,414178
27027,223457
27027,411518
27027,400024
27027,399167
27027,387450
27027,151619
27027,381836
27027,380870
27027,380834
27027,377365
27027,32598
27027,376179
27027,109492
27027,253846
27027,372865
27027,372128
27027,153683
27027,149804
27027,113521
27027,110597
27027,46810
27027,10909
27027,213680
27027,356066
27027,353275
27027,347484
27027,305125
27027,345856
27027,191113
27027,275592
27027,32075
27027,337843
27027,336759
27027,331654
27027,330642
27027,329883
27027,306587
27027,271482
27027,304414
27027,11361
27027,318767
27027,318557
27027,253540
27027,308216
27027,303920
27027,241685
27027,174014
27027,49293
27027,284618
27027,266324
27027,89795
27027,111139
27027,285855
27027,284668
27027,284186
27027,210100
27027,282785
27027,275955
27027,239769
27027,141447
27027,273985
27027,273523
27027,273082
27027,102829
27027,268001
27027,238137
27027,266180
27027,264248
27027,243917
27027,257021
27027,177681
27027,253828
27027,75451
27027,105521
27027,231514
27027,226574
27027,224667
27027,217919
27027,217226
27027,215753
27027,214281
27027,104359
27027,196949
27027,210517
27027,207827
27027,203861
27027,201322
27027,199006
27027,62925
27027,196755
27027,193171
27027,184682
27027,187532
27027,157320
27027,185885
27027,185552
27027,184955
27027,130614
27027,176765
27027,177450
27027,175000
27027,173304
27027,171492
27027,2
27027,6914
27027,158955
27027,165762
27027,163950
27027,157925
27027,155271
27027,51832
27027,134954
27027,49862
27027,138097
27027,128843
27027,116218
27027,111167
27027,111399
27027,108318
27027,64346
27027,96353
27027,42989
27027,92880
27027,86157
27027,43487
27027,53053
27027,69989
27027,6954
27027,67744
27027,25904
27027,66856
27027,1175
27027,31465
27285,55
27304,184417
27304,335175
27304,30800
27304,102815
27304,8797
27304,151619
27304,95926
27304,131609
27304,58133
27304,34827
27304,42365
27304,189111
27304,170284
27304,75451
27304,211961
27304,238247
27304,15637
27304,7408
27304,129038
27593,26160
27619,568648
27619,567348
27619,544618
27619,544685
27619,553150
27619,68665
27619,8019
27619,544371
27619,535115
27619,513696
27619,10909
27619,92526
27619,507158
27619,499362
27619,498416
27619,497792
27619,38026
27619,486994
27619,485058
27619,479863
27619,394524
27619,478893
27619,109492
27619,472970
27619,13651
27619,460723
27619,126221
27619,355225
27619,441645
27619,75539
27619,344505
27619,211342
27619,434599
27619,434189
27619,138834
27619,420265
27619,414641
27619,410624
27619,30768
27619,408248
27619,404019
27619,151619
27619,388220
27619,384147
27619,363753
27619,353267
27619,65958
27619,345785
27619,42296
27619,135774
27619,336858
27619,309281
27619,12492
27619,296689
27619,295220
27619,295087
27619,7358
27619,277876
27619,276869
27619,274999
27619,273827
27619,255759
27619,269530
27619,93654
27619,267243
27619,267201
27619,51718
27619,61152
27619,254303
27619,248121
27619,75451
27619,241516
27619,79788
27619,182
27619,99135
27619,225585
27619,218656
27619,218425
27619,214281
27619,214143
27619,210651
27619,200639
27619,200315
27619,2654
27619,197431
27619,119224
27619,185017
27619,97780
27619,184583
27619,182417
27619,181649
27619,179769
27619,179404
27619,177481
27619,177468
27619,165123
27619,164748
27619,164140
27619,79639
27619,158577
27619,155489
27619,154457
27619,3537
27619,152564
27619,151939
27619,151653
27619,141237
27619,150364
27619,148734
27619,148530
27619,148095
27619,147636
27619,147518
27619,19462
27619,45796
27619,144285
27619,143976
27619,143401
27619,139102
27619,138932
27619,131133
27619,11725
27619,128161
27619,128109
27619,124338
27619,35644
27619,121907
27619,121547
27619,121534
27619,117562
27619,116890
27619,116459
27619,96735
27619,104658
27619,85585
27619,110172
27619,37405
27619,110624
27619,110454
27619,34827
27619,64356
27619,106562
27619,106252
27619,102713
27619,104943
27619,103124
27619,100563
27619,100488
27619,92374
27619,76286
27619,27971
27619,98980
27619,25250
27619,97231
27619,86735
27619,95633
27619,94261
27619,91583
27619,35540
27619,39544
27619,59082
27619,86940
27619,86771
27619,86335
27619,84962
27619,84960
27619,74129
27619,82144
27619,81827
27619,81807
27619,79947
27619,3623
27619,77087
27619,76960
27619,24816
27619,76156
27619,53944
27619,75182
27619,24377
27619,18071
27619,1748
27619,434
27619,411
27619,120
27619,39522
27619,35345
27619,67268
27619,588
27619,68670
27619,56276
27619,43153
27619,23732
27619,24159
27619,20361
27619,57268
27619,5553
27619,468
27619,10838
27619,234
27619,47055
27619,45493
27619,23981
27619,34691
27619,36129
27619,31639
27619,38945
27619,45224
27619,65800
27619,58586
27619,39321
27619,62201
27619,41705
27619,47647
27619,18639
27619,59566
27619,58237
27619,58179
27619,340
27619,53428
27619,23709
27619,34987
27619,17463
27619,810
27619,32654
27619,45420
27619,37218
27619,4091
27619,144
27619,17305
27619,33793
27619,24945
27619,36773
27619,33415
27619,8298
27619,437
27619,41665
27619,45348
27619,27908
27619,6626
27791,546928
27791,497904
27791,126221
27791,109492
27791,468304
27791,455586
27791,297636
27791,75451
27791,206265
27791,187434
27791,167119
27791,166888
27791,157281
27861,45769
28313,126221
28313,3621
28422,75451
28422,24444
28422,156927
28524,564633
28524,551003
28524,548946
28524,537114
28524,519627
28524,516902
28524,504365
28524,498329
28524,493500
28524,489382
28524,109492
28524,126221
28524,437966
28524,114439
28524,407091
28524,396865
28524,383311
28524,354910
28524,351570
28524,342388
28524,135774
28524,320333
28524,317881
28524,310769
28524,295139
28524,2851
28524,236645
28524,221526
28524,218915
28524,188170
28524,163336
28524,39734
28524,98106
28524,78287
28524,75392
28524,67990
28524,65794
29185,402059
29185,424651
29185,475289
29185,205541
29185,433879
29185,6022
29185,126221
29185,298483
29185,106992
29185,151619
29185,380558
29185,132273
29185,361578
29185,92350
29185,75451
29185,255759
29185,141331
29282,402059
29282,497302
29282,163059
29282,335613
29282,133279
29282,109492
29282,13651
29282,455586
29282,321210
29282,72401
29282,151619
29282,324928
29282,111
29282,231611
29282,75451
29282,186750
29282,9149
29282,25477
29282,14335
29282,29116
29282,45249
29282,55223
29282,9077
29282,2478
29282,25250
29282,26160
29294,1837
29294,109492
29294,219342
29294,126221
29294,483078
29294,382223
29294,151619
29294,163633
29294,293929
29294,173419
29294,282509
29294,223500
29294,282499
29294,274345
29294,75451
29294,214281
29294,158955
29294,94261
29294,8697
29613,546882
29613,144417
29613,533574
29613,529371
29613,526329
29613,515398
29613,489522
29613,488827
29613,473325
29613,444389
29613,49014
29613,469572
29613,77591
29613,109904
29613,456294
29613,455586
29613,455583
29613,29595
29613,428944
29613,97552
29613,407600
29613,403797
29613,85169
29613,380084
29613,376504
29613,376263
29613,374285
29613,372211
29613,81301
29613,32075
29613,334377
29613,325794
29613,88525
29613,186637
29613,75451
29613,134999
29613,255759
29613,1559
29626,307935
29626,29344
29732,199011
29732,180883
29732,126221
29732,347748
29732,433879
29732,206360
29732,51848
29732,104042
29732,435657
29732,151619
29732,62450
29732,215925
29732,341390
29732,238912
29732,78009
29732,296408
29732,281063
29732,268613
29732,136631
29732,141303
29732,67784
29732,75451
29732,157021
29732,158864
29732,184222
29732,178150
29732,58133
29732,171492
29732,95235
29732,30964
29732,139174
29732,110793
29732,50572
29732,45900
29732,83903
29732,32380
29732,35589
29732,83554
29732,2687
29732,40754
29732,33068
29732,94915
29732,36398
29732,94261
29732,86287
29732,75381
29732,32663
29732,64690
29732,57848
29732,29754
29732,4461
29732,11183
29820,65796
29820,108851
29820,29982
29875,564615
29875,556567
29875,554941
29875,547408
29875,331083
29875,129093
29875,530410
29875,529771
29875,506968
29875,497211
29875,494443
29875,492970
29875,488509
29875,481949
29875,481217
29875,455586
29875,476496
29875,474113
29875,126221
29875,455897
29875,376999
29875,448458
29875,448411
29875,115065
29875,436252
29875,116321
29875,436606
29875,433375
29875,428898
29875,107302
29875,416836
29875,209632
29875,218497
29875,404308
29875,390944
29875,151619
29875,382743
29875,372128
29875,11478
29875,259583
29875,364795
29875,361970
29875,205118
29875,314209
29875,354608
29875,353936
29875,324928
29875,340919
29875,335033
29875,333999
29875,318943
29875,318787
29875,310268
29875,304908
29875,173239
29875,287028
29875,282876
29875,277560
29875,257405
29875,75451
29875,253828
29875,249874
29875,249537
29875,248117
29875,244644
29875,242447
29875,236209
29875,52851
29875,230148
29875,214021
29875,203026
29875,194069
29875,192443
29875,190235
29875,177917
29875,176497
29875,165676
29875,55645
29875,164196
29875,161644
29875,160210
29875,152050
29875,151699
29875,138097
29875,150181
29875,146769
29875,146665
29875,140027
29875,142095
29875,139017
29875,111007
29875,81465
29875,109661
29875,94814
29875,66101
29875,64112
29875,51501
29875,50932
29875,29242
29897,567256
29897,564953
29897,497192
29897,482369
29897,455717
29897,450450
29897,441783
29897,208
29897,405854
29897,385115
29897,379258
29897,363490
29897,353819
29897,19800
29897,310549
29897,299045
29897,293477
29897,282494
29897,277228
29897,275849
29897,275165
29897,65500
29897,253776
29897,250441
29897,225555
29897,219522
29897,85253
29897,186155
29897,178847
29897,176490
29897,168225
29897,155234
29897,153605
29897,151340
29897,151330
29897,145901
29897,132796
29897,129661
29897,129471
29897,128559
29897,126876
29897,50645
29897,117747
29897,113674
29897,90873
29897,89824
29897,89578
29897,88929
29897,78313
29897,78292
29897,70993
29897,69533
29897,4578
29897,68110
29897,67205
29897,67122
29897,30986
29897,65117
29897,61985
29897,16624
29897,9333
29897,60865
29897,4663
29897,53428
29897,3352
29897,29850
29897,54472
29897,17463
29897,26160
29897,16595
29897,18639
29897,14155
29897,25413
29897,32654
29897,33793
29897,33738
29897,37218
29897,144
29897,10314
29982,402059
29982,155236
29982,424876
29982,29242
29982,6164
29982,294102
29982,487375
29982,167152
29982,475514
29982,464479
29982,455586
29982,435234
29982,92526
29982,126221
29982,69817
29982,433879
29982,6845
29982,211342
29982,428544
29982,223457
29982,17897
29982,409605
29982,402495
29982,24458
29982,49276
29982,13455
29982,90826
29982,340266
29982,21183
29982,325355
29982,134547
29982,84000
29982,295150
29982,6344
29982,109492
29982,97780
29982,92035
29982,135774
29982,320536
29982,271482
29982,55168
29982,306213
29982,13597
29982,129233
29982,68173
29982,77098
29982,89666
29982,11964
29982,67548
29982,15876
29982,47922
29982,72694
29982,25198
29982,39734
29982,98938
29982,62168
29982,85547
29982,77844
29982,89626
29982,65231
29982,44415
29982,19462
29982,55804
29982,95235
29982,16737
29982,64672
29982,70590
29982,51659
29982,5396
29982,41435
29982,33398
29982,18137
29982,43858
29982,19074
29982,36735
29982,45815
29982,30986
29982,63595
29982,42365
29982,49411
29982,38502
29982,28883
29982,11164
29982,38373
29982,4172
29982,34987
29982,18639
29982,54538
29982,42210
29982,46967
29982,49510
29982,37011
29982,48143
29982,12467
29982,6358
29982,9259
29982,9861
29982,8175
29982,38219
29982,33793
30034,566662
30034,564101
30034,546967
30034,539586
30034,532900
30034,528536
30034,528125
30034,512458
30034,512366
30034,506124
30034,505837
30034,124118
30034,159206
30034,126221
30034,109492
30034,471663
30034,24095
30034,468373
30034,467549
30034,465193
30034,457768
30034,436879
30034,435280
30034,120858
30034,428437
30034,424287
30034,414534
30034,410234
30034,97937
30034,401279
30034,392971
30034,390715
30034,380817
30034,363720
30034,95926
30034,360686
30034,355795
30034,345918
30034,345523
30034,345368
30034,337979
30034,330202
30034,325981
30034,115562
30034,87137
30034,2026
30034,55962
30034,79288
30034,54903
30034,296431
30034,170051
30034,294868
30034,290772
30034,288831
30034,282665
30034,282122
30034,281008
30034,280124
30034,176992
30034,78989
30034,274211
30034,147173
30034,272679
30034,267952
30034,265320
30034,264971
30034,264591
30034,264558
30034,75451
30034,258028
30034,256407
30034,256172
30034,254430
30034,250899
30034,155366
30034,248121
30034,247371
30034,246585
30034,246006
30034,241835
30034,240191
30034,237796
30034,232203
30034,227656
30034,58904
30034,225771
30034,223298
30034,221466
30034,92131
30034,215623
30034,207508
30034,206478
30034,204097
30034,200052
30034,197899
30034,3174
30034,193665
30034,62925
30034,10081
30034,187463
30034,126164
30034,169965
30034,167047
30034,164038
30034,163079
30034,158046
30034,157241
30034,156586
30034,153786
30034,147640
30034,147519
30034,145408
30034,142728
30034,138603
30034,137996
30034,55381
30034,127935
30034,13591
30034,4895
30034,123140
30034,122321
30034,121114
30034,121037
30034,119569
30034,119281
30034,92275
30034,113695
30034,114627
30034,3678
30034,111153
30034,77838
30034,108619
30034,108458
30034,108253
30034,100817
30034,41101
30034,100100
30034,96111
30034,4769
30034,7449
30034,92085
30034,86747
30034,85443
30034,81906
30034,81810
30034,79927
30034,78249
30034,1943
30034,50628
30034,31635
30034,29843
30034,68561
30034,22106
30034,67027
30034,65699
30034,62998
30034,32944
30034,30873
30034,61207
30034,9861
30034,57593
30034,31629
30034,14155
30034,9663
30034,7666
30034,11621
30034,18639
30034,45603
30034,33793
30034,44231
30034,18967
30034,1904
30034,1912
30034,10433
30034,31365
30034,37813
30034,29481
30139,7762
30139,149125
30139,36625
30139,143903
30139,10952
30139,5273
30139,56099
30139,90974
30139,72476
30587,573479
30587,571891
30587,3875
30587,568811
30587,564939
30587,539569
30587,559219
30587,557739
30587,402059
30587,554425
30587,424876
30587,542041
30587,541587
30587,540584
30587,540472
30587,538387
30587,536028
30587,526442
30587,525422
30587,525075
30587,524067
30587,523673
30587,523500
30587,523209
30587,520932
30587,519162
30587,518874
30587,514034
30587,510514
30587,509859
30587,508160
30587,506764
30587,504382
30587,504158
30587,281100
30587,51216
30587,176125
30587,114888
30587,502744
30587,493815
30587,493173
30587,489082
30587,488296
30587,487407
30587,477509
30587,432644
30587,477051
30587,474456
30587,433879
30587,473589
30587,472872
30587,472209
30587,471776
30587,464479
30587,471541
30587,471418
30587,468452
30587,364855
30587,460290
30587,459701
30587,455586
30587,458877
30587,126221
30587,452823
30587,136772
30587,452654
30587,451237
30587,450782
30587,448480
30587,189771
30587,446482
30587,445498
30587,333345
30587,440428
30587,440123
30587,439700
30587,422172
30587,436551
30587,435993
30587,211342
30587,431014
30587,276468
30587,415365
30587,420624
30587,416867
30587,413916
30587,413247
30587,413231
30587,413020
30587,112394
30587,408354
30587,406994
30587,406935
30587,406033
30587,405521
30587,403887
30587,12466
30587,402478
30587,402466
30587,402430
30587,398928
30587,398336
30587,396623
30587,394922
30587,392761
30587,392713
30587,392031
30587,391672
30587,390580
30587,388811
30587,388769
30587,388720
30587,387535
30587,387482
30587,387471
30587,386532
30587,386380
30587,385996
30587,385697
30587,381259
30587,379451
30587,378609
30587,378403
30587,376432
30587,375079
30587,373733
30587,373348
30587,370519
30587,365475
30587,364375
30587,364227
30587,364148
30587,362607
30587,362005
30587,361853
30587,361723
30587,355488
30587,354609
30587,353587
30587,353505
30587,353116
30587,352181
30587,352140
30587,132889
30587,350035
30587,349895
30587,191113
30587,271482
30587,345307
30587,345289
30587,345056
30587,342127
30587,342096
30587,342088
30587,342081
30587,342069
30587,341986
30587,341617
30587,339366
30587,336868
30587,336856
30587,336853
30587,135774
30587,335286
30587,334709
30587,334230
30587,333907
30587,333604
30587,332908
30587,328895
30587,324936
30587,324662
30587,322871
30587,304414
30587,321432
30587,319255
30587,318700
30587,317151
30587,132389
30587,314971
30587,313960
30587,256426
30587,189273
30587,311939
30587,109492
30587,309651
30587,308559
30587,306542
30587,101017
30587,305894
30587,251263
30587,303685
30587,299580
30587,297024
30587,157688
30587,291291
30587,290829
30587,289939
30587,288378
30587,286264
30587,282890
30587,277867
30587,276834
30587,276816
30587,275033
30587,180322
30587,272846
30587,271880
30587,271172
30587,255759
30587,259564
30587,261422
30587,75451
30587,258103
30587,12066
30587,257110
30587,122246
30587,255658
30587,241613
30587,254003
30587,253922
30587,253899
30587,253837
30587,253402
30587,251565
30587,251290
30587,249451
30587,249331
30587,248388
30587,247079
30587,244212
30587,243359
30587,110624
30587,234045
30587,232092
30587,229013
30587,227631
30587,222693
30587,221901
30587,221812
30587,220817
30587,220693
30587,220692
30587,220220
30587,218739
30587,34213
30587,216864
30587,216429
30587,215305
30587,212162
30587,208817
30587,205549
30587,201090
30587,198342
30587,196144
30587,195884
30587,195740
30587,195723
30587,194546
30587,194144
30587,192781
